,Start,End,Duration,Exposure Time [%],Equity Final [$],Equity Peak [$],Return [%],Buy & Hold Return [%],Return (Ann.) [%],Volatility (Ann.) [%],Sharpe Ratio,Sortino Ratio,Calmar Ratio,Max. Drawdown [%],Avg. Drawdown [%],Max. Drawdown Duration,Avg. Drawdown Duration,# Trades,Win Rate [%],Best Trade [%],Worst Trade [%],Avg. Trade [%],Max. Trade Duration,Avg. Trade Duration,Profit Factor,Expectancy [%],SQN,_strategy,_equity_curve,_trades,Sector
HAS,13/12/2012,9/12/2022,3648 days,48.25119237,8377.144305,15103.86702,-35.56042842,111.3326019,-4.305952711,16.35279796,0,0,0,-60.43408135,-13.02646664,2586 days,472 days,126,24.6031746,13.95206324,-10.06841464,-0.349420329,85 days,13 days,0.88386939,-0.241576457,-0.868696893,Mean_Reversion_box3_4,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2012-12-13  13000.000000     0.000000              NaT
2012-12-14  13000.000000     0.000000              NaT
2012-12-17  13000.000000     0.000000              NaT
2012-12-18  13000.000000     0.000000              NaT
2012-12-19  13000.000000     0.000000              NaT
...                  ...          ...              ...
2022-12-05   7975.203997     0.471976              NaT
2022-12-06   8311.624247     0.449702              NaT
2022-12-07   8378.404093     0.445281              NaT
2022-12-08   8377.144305     0.445364              NaT
2022-12-09   8377.144305     0.445364        2586 days

[2516 rows x 3 columns]","     Size  EntryBar  ExitBar  EntryPrice  ExitPrice         PnL  ReturnPct  EntryTime   ExitTime Duration
0     366       206      214   35.469613  37.661737  802.317501   0.061803 2013-10-09 2013-10-21  12 days
1     346       229      261   39.824783  42.302522  857.297627   0.062216 2013-11-11 2013-12-27  46 days
2     351       266      269   41.751920  40.865551 -311.115639  -0.021229 2014-01-06 2014-01-09   3 days
3     348       269      272   41.169107  40.314770 -297.309169  -0.020752 2014-01-09 2014-01-14   5 days
4     345       272      279   40.648483  39.833091 -281.310343  -0.020060 2014-01-14 2014-01-24  10 days
..    ...       ...      ...         ...        ...         ...        ...        ...        ...      ...
121   -89      2397     2398   81.290333  83.689962 -213.566954  -0.029519 2022-06-23 2022-06-24   1 days
122   -84      2398     2411   83.913235  77.200845  563.840782   0.079992 2022-06-24 2022-07-14  20 days
123   -92      2416     2456   82.993265  75.432726  695.569561   0.091098 2022-07-21 2022-09-16  57 days
124  -136      2503     2509   61.137478  63.773236 -358.463009  -0.043112 2022-11-22 2022-12-01   9 days
125  -126      2509     2514   63.133478  60.049999  388.518365   0.048841 2022-12-01 2022-12-08   7 days

[126 rows x 10 columns]",Consumer Cyclical
HBAN,13/12/2012,9/12/2022,3648 days,50.91414944,9842.950495,16850.67078,-24.2849962,229.7915271,-2.747900243,20.09642154,0,0,0,-44.68172545,-5.906632728,2565 days,225 days,132,27.27272727,17.03911703,-10.90016611,-0.210519654,57 days,14 days,0.953784776,-0.096531127,-0.461703169,Mean_Reversion_box3_4,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2012-12-13  13000.000000     0.000000              NaT
2012-12-14  13000.000000     0.000000              NaT
2012-12-17  13000.000000     0.000000              NaT
2012-12-18  13000.000000     0.000000              NaT
2012-12-19  13000.000000     0.000000              NaT
...                  ...          ...              ...
2022-12-05  10149.519207     0.397679              NaT
2022-12-06   9896.346443     0.412703              NaT
2022-12-07   9896.346443     0.412703              NaT
2022-12-08   9842.950495     0.415872              NaT
2022-12-09   9842.950495     0.415872        2565 days

[2516 rows x 3 columns]","     Size  EntryBar  ExitBar  EntryPrice  ExitPrice         PnL  ReturnPct  EntryTime   ExitTime Duration
0    2180       206      211    5.961397   6.293854  724.757139   0.055768 2013-10-09 2013-10-16   7 days
1    2112       223      228    6.497336   6.372947 -262.708464  -0.019145 2013-11-01 2013-11-08   7 days
2    2078       236      248    6.475310   6.822497  721.454409   0.053617 2013-11-20 2013-12-09  19 days
3    2057       280      283    6.893319   6.728473 -339.086576  -0.023914 2014-01-27 2014-01-30   3 days
4    2068       284      285    6.694046   6.534271 -330.415147  -0.023868 2014-01-31 2014-02-03   3 days
..    ...       ...      ...         ...        ...         ...        ...        ...        ...      ...
127  -804      2430     2431   13.780644  14.132274 -282.710317  -0.025516 2022-08-10 2022-08-11   1 days
128  -770      2431     2434   14.007689  14.365949 -275.859883  -0.025576 2022-08-11 2022-08-16   5 days
129  -768      2469     2476   13.692560  14.150820 -351.943198  -0.033468 2022-10-05 2022-10-14   9 days
130   681      2501     2512   14.919780  14.518234 -273.452945  -0.026914 2022-11-18 2022-12-06  18 days
131   673      2513     2514   14.699340  14.620000  -53.395948  -0.005398 2022-12-07 2022-12-08   1 days

[132 rows x 10 columns]",Financial Services
HCA,13/12/2012,9/12/2022,3648 days,47.65500795,14448.05255,23163.51191,11.13886574,706.6998679,1.06339607,20.29007954,0.052409655,0.077258576,0.016940636,-62.77190867,-5.147161462,2699 days,99 days,136,28.67647059,16.53821126,-12.90502471,0.080701439,79 days,13 days,1.104502513,0.219087331,0.161417545,Mean_Reversion_box3_4,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2012-12-13  13000.000000     0.000000              NaT
2012-12-14  13000.000000     0.000000              NaT
2012-12-17  13000.000000     0.000000              NaT
2012-12-18  13000.000000     0.000000              NaT
2012-12-19  13000.000000     0.000000              NaT
...                  ...          ...              ...
2022-12-05  14448.052546     0.376258              NaT
2022-12-06  14448.052546     0.376258              NaT
2022-12-07  14448.052546     0.376258              NaT
2022-12-08  14448.052546     0.376258              NaT
2022-12-09  14448.052546     0.376258        2699 days

[2516 rows x 3 columns]","     Size  EntryBar  ExitBar  EntryPrice   ExitPrice          PnL  ReturnPct  EntryTime   ExitTime Duration
0     296       217      227   43.812112   42.586571  -362.760296  -0.027973 2013-10-24 2013-11-07  14 days
1     298       227      264   42.319826   45.864713  1056.376433   0.083764 2013-11-07 2014-01-02  56 days
2     287       278      279   47.628931   46.574243  -302.695348  -0.022144 2014-01-23 2014-01-24   1 days
3     289       279      286   46.299269   45.125530  -339.210803  -0.025351 2014-01-24 2014-02-04  11 days
4     284       287      342   45.887930   50.545611  1322.781325   0.101501 2014-02-05 2014-04-25  79 days
..    ...       ...      ...         ...         ...          ...        ...        ...        ...      ...
131   -54      2425     2446  215.457534  195.843238  1059.171979   0.091036 2022-08-03 2022-09-01  29 days
132   -59      2450     2460  215.198760  196.450062  1106.173210   0.087123 2022-09-08 2022-09-22  14 days
133   -69      2469     2478  202.134913  209.619868  -516.461843  -0.037029 2022-10-05 2022-10-18  13 days
134   -64      2479     2481  208.771622  183.580002  1612.263719   0.120666 2022-10-19 2022-10-21   2 days
135   -69      2485     2498  217.334464  226.887559  -659.163506  -0.043956 2022-10-27 2022-11-15  19 days

[136 rows x 10 columns]",Healthcare
HD,13/12/2012,9/12/2022,3648 days,49.92050874,16273.84027,21377.07837,25.18338667,542.2882894,2.275162425,14.86533479,0.153051543,0.222081982,0.05511137,-41.28299532,-3.409988719,1870 days,89 days,145,33.10344828,11.47249552,-10.05305196,0.155227703,83 days,12 days,1.150094235,0.224637237,0.445786355,Mean_Reversion_box3_4,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2012-12-13  13000.000000     0.000000              NaT
2012-12-14  13000.000000     0.000000              NaT
2012-12-17  13000.000000     0.000000              NaT
2012-12-18  13000.000000     0.000000              NaT
2012-12-19  13000.000000     0.000000              NaT
...                  ...          ...              ...
2022-12-05  16273.840267     0.238725              NaT
2022-12-06  16273.840267     0.238725              NaT
2022-12-07  16273.840267     0.238725              NaT
2022-12-08  16273.840267     0.238725              NaT
2022-12-09  16273.840267     0.238725        1870 days

[2516 rows x 3 columns]","     Size  EntryBar  ExitBar  EntryPrice   ExitPrice          PnL  ReturnPct  EntryTime   ExitTime Duration
0     212       204      206   61.137282   60.144836  -210.398482  -0.016233 2013-10-07 2013-10-09   2 days
1     211       206      220   60.331665   62.747846   509.814061   0.040048 2013-10-09 2013-10-29  20 days
2     213       226      228   62.186984   61.226680  -204.544900  -0.015442 2013-11-06 2013-11-08   2 days
3     213       228      232   61.422091   63.891289   525.939305   0.040200 2013-11-08 2013-11-14   6 days
4     212       245      261   64.111686   66.747134   558.714850   0.041107 2013-12-04 2013-12-27  23 days
..    ...       ...      ...         ...         ...          ...        ...        ...        ...      ...
140   -48      2434     2440  322.655276  300.059330  1084.605432   0.070031 2022-08-16 2022-08-24   8 days
141   -56      2451     2453  297.371411  277.816089  1095.098060   0.065761 2022-09-09 2022-09-13   4 days
142   -65      2466     2467  273.732109  282.174528  -548.757233  -0.030842 2022-09-30 2022-10-03   3 days
143   -60      2468     2486  287.243119  295.874525  -517.884384  -0.030049 2022-10-04 2022-10-28  24 days
144   -56      2486     2495  296.260387  304.903347  -484.005768  -0.029174 2022-10-28 2022-11-10  13 days

[145 rows x 10 columns]",Consumer Cyclical
HES,13/12/2012,9/12/2022,3648 days,45.11128776,6152.555788,27466.55183,-52.67264779,192.6619685,-7.218888853,24.80328636,0,0,0,-85.22557729,-8.97500823,2499 days,162 days,151,25.16556291,15.62134636,-12.88108568,-0.474056058,42 days,11 days,0.908704067,-0.266432332,-0.710008125,Mean_Reversion_box3_4,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2012-12-13  13000.000000     0.000000              NaT
2012-12-14  13000.000000     0.000000              NaT
2012-12-17  13000.000000     0.000000              NaT
2012-12-18  13000.000000     0.000000              NaT
2012-12-19  13000.000000     0.000000              NaT
...                  ...          ...              ...
2022-12-05   6878.451577     0.749570              NaT
2022-12-06   6623.216653     0.758862              NaT
2022-12-07   6623.216653     0.758862              NaT
2022-12-08   6544.839103     0.761716              NaT
2022-12-09   6152.555788     0.775998        2499 days

[2516 rows x 3 columns]","     Size  EntryBar  ExitBar  EntryPrice   ExitPrice         PnL  ReturnPct  EntryTime   ExitTime Duration
0     192       206      213   67.483567   71.070936  688.774929   0.053159 2013-10-09 2013-10-18   9 days
1     196       223      227   69.545972   67.989353 -305.097411  -0.022383 2013-11-01 2013-11-07   6 days
2     192       243      250   69.528772   67.973659 -298.581599  -0.022366 2013-12-02 2013-12-11   9 days
3     192       250      261   67.835886   71.702337  742.358498   0.056997 2013-12-11 2013-12-27  16 days
4     200       266      273   68.897293   67.486253 -282.208032  -0.020480 2014-01-06 2014-01-15   9 days
..    ...       ...      ...         ...         ...         ...        ...        ...        ...      ...
146    54      2458     2460  119.548618  114.656336 -264.183205  -0.040923 2022-09-20 2022-09-22   2 days
147    54      2460     2461  114.628802  109.553036 -274.091349  -0.044280 2022-09-22 2022-09-23   1 days
148    57      2461     2468  104.809198  121.181806  933.238651   0.156213 2022-09-23 2022-10-04  11 days
149    48      2502     2512  141.201838  135.272602 -284.603332  -0.041991 2022-11-21 2022-12-06  15 days
150    49      2513     2515  135.039544  129.642040 -264.477734  -0.039970 2022-12-07 2022-12-09   2 days

[151 rows x 10 columns]",Energy
HIG,13/12/2012,9/12/2022,3648 days,48.96661367,17097.41044,21678.06591,31.51854185,327.6820005,2.782130437,16.54927565,0.168111916,0.242976618,0.102038042,-27.26561954,-4.455402599,1446 days,107 days,123,33.33333333,23.4904441,-12.70840035,0.223441224,114 days,14 days,1.196850103,0.326787125,0.470652506,Mean_Reversion_box3_4,"                 Equity  DrawdownPct DrawdownDuration
Date                                                 
2012-12-13  13000.00000     0.000000              NaT
2012-12-14  13000.00000     0.000000              NaT
2012-12-17  13000.00000     0.000000              NaT
2012-12-18  13000.00000     0.000000              NaT
2012-12-19  13000.00000     0.000000              NaT
...                 ...          ...              ...
2022-12-05  17065.28959     0.212785              NaT
2022-12-06  17065.28959     0.212785              NaT
2022-12-07  17065.28959     0.212785              NaT
2022-12-08  17097.41044     0.211304              NaT
2022-12-09  17097.41044     0.211304        1446 days

[2516 rows x 3 columns]","     Size  EntryBar  ExitBar  EntryPrice  ExitPrice         PnL  ReturnPct  EntryTime   ExitTime Duration
0     508       201      202   25.578844  25.056189 -265.508848  -0.020433 2013-10-02 2013-10-03   1 days
1     501       202      207   25.397660  26.834587  719.900659   0.056577 2013-10-03 2013-10-10   7 days
2     487       217      232   27.571786  29.180000  783.200321   0.058328 2013-10-24 2013-11-14  21 days
3     491       252      255   28.961637  28.421906 -265.008072  -0.018636 2013-12-13 2013-12-18   5 days
4     466       263      264   29.962317  29.459988 -234.085005  -0.016765 2013-12-31 2014-01-02   2 days
..    ...       ...      ...         ...        ...         ...        ...        ...        ...      ...
118  -264      2430     2432   65.920134  67.475577 -410.636887  -0.023596 2022-08-10 2022-08-12   2 days
119  -258      2450     2452   65.866028  67.292837 -368.116648  -0.021662 2022-09-08 2022-09-12   4 days
120  -247      2452     2459   67.285166  63.671008  892.697058   0.053714 2022-09-12 2022-09-21   9 days
121  -267      2468     2478   65.459136  67.194224 -463.268525  -0.026506 2022-10-04 2022-10-18  14 days
122   228      2513     2514   74.709118  74.849998   32.120850   0.001886 2022-12-07 2022-12-08   1 days

[123 rows x 10 columns]",Financial Services
HII,13/12/2012,9/12/2022,3648 days,51.86804452,11824.44885,17066.29654,-9.042701179,556.9001392,-0.944815474,16.6110657,0,0,0,-45.96813737,-8.279242109,3143 days,463 days,137,26.27737226,24.42169859,-4.004749312,-0.071259571,166 days,13 days,1.014474693,0.026155291,-0.182691176,Mean_Reversion_box3_4,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2012-12-13  13000.000000     0.000000              NaT
2012-12-14  13000.000000     0.000000              NaT
2012-12-17  13000.000000     0.000000              NaT
2012-12-18  13000.000000     0.000000              NaT
2012-12-19  13000.000000     0.000000              NaT
...                  ...          ...              ...
2022-12-05  11854.448389     0.305388              NaT
2022-12-06  11847.948908     0.305769              NaT
2022-12-07  11778.448938     0.309842              NaT
2022-12-08  11824.448847     0.307146              NaT
2022-12-09  11824.448847     0.307146        3143 days

[2516 rows x 3 columns]","     Size  EntryBar  ExitBar  EntryPrice   ExitPrice         PnL  ReturnPct  EntryTime   ExitTime Duration
0     223       206      208   58.201146   60.889642  599.534657   0.046193 2013-10-09 2013-10-11   2 days
1     218       220      223   62.164108   61.254470 -198.300910  -0.014633 2013-10-29 2013-11-01   3 days
2     190       248      250   70.523196   69.303671 -231.709716  -0.017293 2013-12-09 2013-12-11   2 days
3     191       250      254   68.826748   73.854902  960.377443   0.073055 2013-12-11 2013-12-17   6 days
4     173       281      285   81.255716   79.507786 -302.391807  -0.021511 2014-01-28 2014-02-03   6 days
..    ...       ...      ...         ...         ...         ...        ...        ...        ...      ...
132    51      2411     2426  202.454287  219.446806  866.618503   0.083933 2022-07-14 2022-08-04  21 days
133    48      2445     2461  229.478839  224.446770 -241.539343  -0.021928 2022-08-31 2022-09-23  23 days
134    48      2463     2479  224.137031  241.364964  826.940789   0.076863 2022-09-27 2022-10-19  22 days
135    48      2491     2496  243.122405  234.896462 -394.845243  -0.033835 2022-11-04 2022-11-11   7 days
136    50      2496     2514  226.807950  235.240005  421.602757   0.037177 2022-11-11 2022-12-08  27 days

[137 rows x 10 columns]",Industrials
HLT,12/12/2013,9/12/2022,3284 days,48.87417219,14007.95966,18123.57485,7.753535846,226.4352448,0.834297321,19.85591119,0.042017579,0.061504446,0.021151116,-39.4446009,-8.311650525,1741 days,266 days,133,31.57894737,14.34704712,-13.40589073,0.056411989,62 days,12 days,1.087410212,0.177972522,0.129617072,Mean_Reversion_box3_4,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2013-12-12  13000.000000     0.000000              NaT
2013-12-13  13000.000000     0.000000              NaT
2013-12-16  13000.000000     0.000000              NaT
2013-12-17  13000.000000     0.000000              NaT
2013-12-18  13000.000000     0.000000              NaT
...                  ...          ...              ...
2022-12-05  13745.681315     0.241558              NaT
2022-12-06  13745.681315     0.241558              NaT
2022-12-07  13745.681315     0.241558              NaT
2022-12-08  14007.959660     0.227086              NaT
2022-12-09  14007.959660     0.227086         980 days

[2265 rows x 3 columns]","     Size  EntryBar  ExitBar  EntryPrice   ExitPrice         PnL  ReturnPct  EntryTime   ExitTime Duration
0     276       202      207   47.050360   46.073248 -269.683070  -0.020767 2014-10-02 2014-10-09   7 days
1     277       207      208   45.853502   44.789428 -294.748405  -0.023206 2014-10-09 2014-10-10   1 days
2     250       253      254   49.679533   48.577033 -275.624975  -0.022192 2014-12-15 2014-12-16   1 days
3     250       254      258   48.541534   51.494379  738.211128   0.060831 2014-12-16 2014-12-22   6 days
4     253       265      266   50.896007   49.892176 -253.969250  -0.019723 2015-01-02 2015-01-05   3 days
..    ...       ...      ...         ...         ...         ...        ...        ...        ...      ...
128  -127      2218     2227  125.524076  130.040232 -573.551797  -0.035978 2022-10-05 2022-10-18  13 days
129  -120      2227     2231  128.195655  133.096065 -588.049144  -0.038226 2022-10-18 2022-10-24   6 days
130  -113      2232     2235  130.229239  135.052643 -545.044681  -0.037038 2022-10-25 2022-10-28   3 days
131  -106      2235     2245  134.216655  139.164459 -524.467268  -0.036864 2022-10-28 2022-11-11  14 days
132   102      2262     2263  134.588647  137.160004  262.278345   0.019105 2022-12-07 2022-12-08   1 days

[133 rows x 10 columns]",Consumer Cyclical
HOLX,13/12/2012,9/12/2022,3648 days,46.50238474,8819.246835,16870.27472,-32.15963973,273.3602479,-3.811749857,16.05184648,0,0,0,-51.80322174,-8.284503024,2458 days,230 days,120,24.16666667,13.1521498,-9.458334226,-0.323790874,76 days,14 days,0.885161972,-0.226090432,-0.666581938,Mean_Reversion_box3_4,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2012-12-13  13000.000000     0.000000              NaT
2012-12-14  13000.000000     0.000000              NaT
2012-12-17  13000.000000     0.000000              NaT
2012-12-18  13000.000000     0.000000              NaT
2012-12-19  13000.000000     0.000000              NaT
...                  ...          ...              ...
2022-12-05   8855.516549     0.475082              NaT
2022-12-06   8751.386621     0.481254              NaT
2022-12-07   8702.246835     0.484167              NaT
2022-12-08   8819.246835     0.477232              NaT
2022-12-09   8819.246835     0.477232        2458 days

[2516 rows x 3 columns]","     Size  EntryBar  ExitBar  EntryPrice  ExitPrice         PnL  ReturnPct  EntryTime   ExitTime Duration
0    -625       200      206   20.798320  21.276581 -298.912943  -0.022995 2013-10-01 2013-10-09   8 days
1     572       219      230   22.204320  21.785075 -239.808212  -0.018881 2013-10-28 2013-11-12  15 days
2     571       250      279   21.813540  21.249268 -322.199520  -0.025868 2013-12-11 2014-01-24  44 days
3    -568       292      299   21.367180  21.972408 -343.769326  -0.028325 2014-02-12 2014-02-24  12 days
4     546       314      319   21.593099  21.080499 -279.879859  -0.023739 2014-03-17 2014-03-24   7 days
..    ...       ...      ...         ...        ...         ...        ...        ...        ...      ...
115  -116      2452     2457   69.770184  65.855378  454.117492   0.056110 2022-09-12 2022-09-19   7 days
116  -131      2464     2468   65.099543  66.862032 -230.885998  -0.027074 2022-09-28 2022-10-04   6 days
117  -125      2468     2473   66.416903  61.629705  598.399774   0.072078 2022-10-04 2022-10-11   7 days
118  -135      2484     2488   66.057622  68.061763 -270.558978  -0.030339 2022-10-26 2022-11-01   6 days
119   117      2501     2514   73.626963  74.800003  137.245644   0.015932 2022-11-18 2022-12-08  20 days

[120 rows x 10 columns]",Healthcare
HON,13/12/2012,9/12/2022,3648 days,44.67408585,10213.09808,16651.79507,-21.43770706,341.2020538,-2.387652819,12.71287619,0,0,0,-46.56333456,-5.280352166,1736 days,149 days,142,26.76056338,8.847937177,-9.458006254,-0.171485147,71 days,11 days,0.918747255,-0.117658293,-0.595695595,Mean_Reversion_box3_4,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2012-12-13  13000.000000     0.000000              NaT
2012-12-14  13000.000000     0.000000              NaT
2012-12-17  13000.000000     0.000000              NaT
2012-12-18  13000.000000     0.000000              NaT
2012-12-19  13000.000000     0.000000              NaT
...                  ...          ...              ...
2022-12-05  10237.861951     0.385180              NaT
2022-12-06  10237.861951     0.385180              NaT
2022-12-07  10237.861951     0.385180              NaT
2022-12-08  10213.098082     0.386667              NaT
2022-12-09  10213.098082     0.386667        1736 days

[2516 rows x 3 columns]","     Size  EntryBar  ExitBar  EntryPrice   ExitPrice         PnL  ReturnPct  EntryTime   ExitTime Duration
0     197       200      201   65.829119   64.865259 -189.880434  -0.014642 2013-10-01 2013-10-02   1 days
1     195       201      202   65.528562   64.558554 -189.151482  -0.014803 2013-10-02 2013-10-03   1 days
2     195       202      207   64.429024   66.992601  499.897595   0.039789 2013-10-03 2013-10-10   7 days
3     190       223      225   68.748016   67.646075 -209.368636  -0.016029 2013-11-01 2013-11-05   4 days
4     186       244      251   69.225891   68.268165 -178.136883  -0.013835 2013-12-03 2013-12-12   9 days
..    ...       ...      ...         ...         ...         ...        ...        ...        ...      ...
137   -58      2429     2430  191.800079  195.582768 -219.395915  -0.019722 2022-08-09 2022-08-10   1 days
138    55      2439     2442  196.980470  193.473463 -192.885379  -0.017804 2022-08-23 2022-08-26   3 days
139   -61      2469     2481  176.589610  181.661150 -309.363943  -0.028719 2022-10-05 2022-10-21  16 days
140   -56      2482     2484  185.617218  190.763987 -288.219059  -0.027728 2022-10-24 2022-10-26   2 days
141    47      2513     2514  213.876897  213.350006  -24.763869  -0.002464 2022-12-07 2022-12-08   1 days

[142 rows x 10 columns]",Industrials
HPE,19/10/2015,9/12/2022,2608 days,41,7033.821091,15783.23096,-45.89368392,102.6608652,-8.239723163,17.55428176,0,0,0,-58.54840736,-8.012753679,2025 days,218 days,99,22.22222222,13.02158459,-10.32667611,-0.618923096,74 days,10 days,0.773268537,-0.513527746,-1.367054458,Mean_Reversion_box3_4,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2015-10-19  13000.000000     0.000000              NaT
2015-10-20  13000.000000     0.000000              NaT
2015-10-21  13000.000000     0.000000              NaT
2015-10-22  13000.000000     0.000000              NaT
2015-10-23  13000.000000     0.000000              NaT
...                  ...          ...              ...
2022-12-05   7033.821091     0.554348              NaT
2022-12-06   7033.821091     0.554348              NaT
2022-12-07   7033.821091     0.554348              NaT
2022-12-08   7033.821091     0.554348              NaT
2022-12-09   7033.821091     0.554348        2025 days

[1800 rows x 3 columns]","    Size  EntryBar  ExitBar  EntryPrice  ExitPrice          PnL  ReturnPct  EntryTime   ExitTime Duration
0   1252       226      233   10.377044  11.213396  1047.113310   0.080596 2016-09-12 2016-09-21   9 days
1   1272       241      247   11.039926  10.786062  -322.914190  -0.022995 2016-10-03 2016-10-11   8 days
2   1290       249      251   10.631910  10.382908  -321.211846  -0.023420 2016-10-13 2016-10-17   4 days
3   1289       251      266   10.392496  11.058014   857.851817   0.064038 2016-10-17 2016-11-07  21 days
4   1276       277      287   11.174254  12.022078  1081.823920   0.075873 2016-11-22 2016-12-07  15 days
..   ...       ...      ...         ...        ...          ...        ...        ...        ...      ...
94  -541      1736     1742   13.732480  12.684296   567.067838   0.076329 2022-09-12 2022-09-20   8 days
95  -618      1753     1765   12.924100  13.331988  -252.075098  -0.031560 2022-10-05 2022-10-21  16 days
96  -568      1766     1768   13.632680  14.082633  -255.573597  -0.033006 2022-10-24 2022-10-26   2 days
97  -536      1768     1770   13.952040  14.399733  -239.963506  -0.032088 2022-10-26 2022-10-28   2 days
98  -504      1770     1779   14.361220  14.794284  -218.264214  -0.030155 2022-10-28 2022-11-10  13 days

[99 rows x 10 columns]",Technology
HPQ,13/12/2012,9/12/2022,3648 days,48.64864865,20164.00519,23463.70626,55.10773225,465.4347888,4.494552927,23.50846547,0.191188699,0.308571586,0.112648315,-39.89898036,-4.780524657,2625 days,149 days,145,31.03448276,14.03885889,-9.715048935,0.303254938,155 days,12 days,1.21719681,0.432232839,0.636764795,Mean_Reversion_box3_4,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2012-12-13  13000.000000     0.000000              NaT
2012-12-14  13000.000000     0.000000              NaT
2012-12-17  13000.000000     0.000000              NaT
2012-12-18  13000.000000     0.000000              NaT
2012-12-19  13000.000000     0.000000              NaT
...                  ...          ...              ...
2022-12-05  19707.755478     0.160075              NaT
2022-12-06  20270.255240     0.136102              NaT
2022-12-07  20570.254953     0.123316              NaT
2022-12-08  20164.005192     0.140630              NaT
2022-12-09  20164.005192     0.140630        2625 days

[2516 rows x 3 columns]","     Size  EntryBar  ExitBar  EntryPrice  ExitPrice          PnL  ReturnPct  EntryTime   ExitTime Duration
0    1480       234      241    8.781371   9.432230   963.271201   0.074118 2013-11-18 2013-11-27   9 days
1    1486       251      260    9.392546  10.088653  1034.415177   0.074113 2013-12-12 2013-12-26  14 days
2    1535       264      274    9.766836  10.395754   965.390129   0.064393 2014-01-02 2014-01-16  14 days
3    1580       280      286   10.098755   9.833674  -418.828430  -0.026249 2014-01-27 2014-02-04   8 days
4    1571       287      294    9.890422  10.567747  1064.077221   0.068483 2014-02-05 2014-02-14   9 days
..    ...       ...      ...         ...        ...          ...        ...        ...        ...      ...
140  -858      2477     2481   25.638621  26.669607  -884.586492  -0.040212 2022-10-17 2022-10-21   4 days
141  -782      2482     2484   27.005879  27.993684  -772.463469  -0.036577 2022-10-24 2022-10-26   2 days
142  -742      2484     2492   27.425040  28.410784  -731.422624  -0.035943 2022-10-26 2022-11-07  12 days
143  -681      2493     2496   28.792300  29.745585  -649.187157  -0.033109 2022-11-08 2022-11-11   3 days
144  -625      2497     2514   30.369140  28.480000  1180.712976   0.062206 2022-11-14 2022-12-08  24 days

[145 rows x 10 columns]",Technology
HRL,13/12/2012,9/12/2022,3648 days,48.21144674,15927.58781,22317.68172,22.51990622,264.9766353,2.055094429,13.10433379,0.156825556,0.230858588,0.063438581,-32.39502517,-2.596533799,2459 days,79 days,124,31.4516129,9.267915794,-3.555999101,0.163930939,91 days,14 days,1.158912041,0.221348493,0.445696718,Mean_Reversion_box3_4,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2012-12-13  13000.000000     0.000000              NaT
2012-12-14  13000.000000     0.000000              NaT
2012-12-17  13000.000000     0.000000              NaT
2012-12-18  13000.000000     0.000000              NaT
2012-12-19  13000.000000     0.000000              NaT
...                  ...          ...              ...
2022-12-05  15927.587809     0.286324              NaT
2022-12-06  15927.587809     0.286324              NaT
2022-12-07  15927.587809     0.286324              NaT
2022-12-08  15927.587809     0.286324              NaT
2022-12-09  15927.587809     0.286324        2459 days

[2516 rows x 3 columns]","     Size  EntryBar  ExitBar  EntryPrice  ExitPrice         PnL  ReturnPct  EntryTime   ExitTime Duration
0     741       204      211   17.539312  18.228012  510.326883   0.039266 2013-10-07 2013-10-16   9 days
1     742       224      230   18.198577  17.917579 -208.500367  -0.015441 2013-11-04 2013-11-12   8 days
2     737       237      240   18.042641  18.857502  600.552624   0.045163 2013-11-21 2013-11-26   5 days
3     739       251      255   18.797048  18.444372 -260.627379  -0.018762 2013-12-12 2013-12-18   6 days
4     713       279      282   19.106569  18.801166 -217.752460  -0.015984 2014-01-24 2014-01-29   5 days
..    ...       ...      ...         ...        ...         ...        ...        ...        ...      ...
119   337      2428     2437   48.840295  50.893160  691.815392   0.042032 2022-08-08 2022-08-19  11 days
120   343      2445     2446   50.095677  49.339760 -259.279527  -0.015089 2022-08-31 2022-09-01   1 days
121  -366      2459     2487   46.214050  47.120143 -331.630140  -0.019606 2022-09-21 2022-10-31  40 days
122  -358      2487     2493   46.357101  47.323988 -346.145479  -0.020857 2022-10-31 2022-11-08   8 days
123  -345      2494     2499   47.045719  48.000442 -329.379451  -0.020294 2022-11-09 2022-11-16   7 days

[124 rows x 10 columns]",Consumer Defensive
