,Start,End,Duration,Exposure Time [%],Equity Final [$],Equity Peak [$],Return [%],Buy & Hold Return [%],Return (Ann.) [%],Volatility (Ann.) [%],Sharpe Ratio,Sortino Ratio,Calmar Ratio,Max. Drawdown [%],Avg. Drawdown [%],Max. Drawdown Duration,Avg. Drawdown Duration,# Trades,Win Rate [%],Best Trade [%],Worst Trade [%],Avg. Trade [%],Max. Trade Duration,Avg. Trade Duration,Profit Factor,Expectancy [%],SQN,_strategy,_equity_curve,_trades,Sector
META,15/11/2012,11/11/2022,3648 days,50.31796502,6916.249036,13808.37194,-46.79808434,409.7879849,-6.125172004,19.45975932,0,0,0,-53.32825512,-12.17596607,3462 days,696 days,134,28.35820896,15.77219011,-4.208416834,-0.473057084,63 days,14 days,0.869726828,-0.326701437,-1.042266469,MeanReversion,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2012-11-15  13000.000000     0.000000              NaT
2012-11-16  13000.000000     0.000000              NaT
2012-11-19  13000.000000     0.000000              NaT
2012-11-20  13000.000000     0.000000              NaT
2012-11-21  13000.000000     0.000000              NaT
...                  ...          ...              ...
2022-11-07   6916.249036     0.499126              NaT
2022-11-08   6916.249036     0.499126              NaT
2022-11-09   6916.249036     0.499126              NaT
2022-11-10   6916.249036     0.499126              NaT
2022-11-11   6916.249036     0.499126        3462 days

[2516 rows x 3 columns]","     Size  EntryBar  ExitBar  EntryPrice   ExitPrice          PnL  ReturnPct  EntryTime   ExitTime Duration
0    -469       112      114   27.714460   28.880800  -547.013469  -0.042084 2013-04-30 2013-05-02   2 days
1    -430       114      126   28.912059   25.760000  1355.385407   0.109022 2013-05-02 2013-05-20  18 days
2     534       126      130   25.811520   24.729600  -577.745285  -0.041916 2013-05-20 2013-05-24   4 days
3    -520       160      161   25.429040   25.799999  -192.899041  -0.014588 2013-07-09 2013-07-10   1 days
4    -506       161      172   25.748399   26.831999  -548.301584  -0.042084 2013-07-10 2013-07-25  15 days
..    ...       ...      ...         ...         ...          ...        ...        ...        ...      ...
129    40      2396     2408  181.642559  175.570007  -242.902058  -0.033431 2022-05-24 2022-06-10  17 days
130    39      2408     2409  175.921147  168.547207  -287.583672  -0.041916 2022-06-10 2022-06-13   3 days
131    40      2409     2414  164.588514  157.689595  -275.956791  -0.041916 2022-06-13 2022-06-21   8 days
132   -35      2434     2438  182.723816  161.119197   756.161685   0.118236 2022-07-20 2022-07-26   6 days
133    56      2492     2494  128.797073  123.398394  -302.326064  -0.041916 2022-10-11 2022-10-13   2 days

[134 rows x 10 columns]",Communication Services
MGM,15/11/2012,11/11/2022,3648 days,51.66931638,21112.9096,21112.9096,62.40699693,313.8613279,4.976951313,25.66627384,0.193910162,0.301504562,0.09753501,-51.02733156,-7.555903571,2954 days,203 days,158,31.64556962,13.18251769,-4.208416834,0.307794395,53 days,12 days,1.204442146,0.507388736,0.855385152,MeanReversion,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2012-11-15  13000.000000     0.000000              NaT
2012-11-16  13000.000000     0.000000              NaT
2012-11-19  13000.000000     0.000000              NaT
2012-11-20  13000.000000     0.000000              NaT
2012-11-21  13000.000000     0.000000              NaT
...                  ...          ...              ...
2022-11-07  20489.949052     0.000000              NaT
2022-11-08  20669.650880     0.000000              NaT
2022-11-09  20112.580698     0.026951              NaT
2022-11-10  21112.909601     0.000000           2 days
2022-11-11  21112.909601     0.000000              NaT

[2516 rows x 3 columns]","     Size  EntryBar  ExitBar  EntryPrice  ExitPrice          PnL  ReturnPct  EntryTime   ExitTime Duration
0   -1040        80       93   12.490766  11.542871   985.811318   0.075888 2013-03-14 2013-04-03  20 days
1    1209        93       95   11.565956  11.081156  -586.123879  -0.041916 2013-04-03 2013-04-05   2 days
2   -1050       109      112   12.754719  13.291490  -563.610311  -0.042084 2013-04-25 2013-04-30   5 days
3     934       137      148   13.742855  13.280911  -431.455641  -0.033613 2013-06-05 2013-06-20  15 days
4     932       148      149   13.307473  13.044767  -244.841888  -0.019741 2013-06-20 2013-06-21   1 days
..    ...       ...      ...         ...        ...          ...        ...        ...        ...      ...
153   606      2479     2484   30.671221  29.385601  -779.085736  -0.041916 2022-09-22 2022-09-29   7 days
154  -531      2488     2500   33.512842  33.919998  -216.200017  -0.012149 2022-10-05 2022-10-21  16 days
155  -520      2500     2504   33.852158  35.276798  -740.812760  -0.042084 2022-10-21 2022-10-27   6 days
156  -470      2505     2509   35.888079  31.644799  1994.341549   0.118236 2022-10-28 2022-11-03   6 days
157   599      2509     2514   31.472820  35.230000  2250.550637   0.119379 2022-11-03 2022-11-10   7 days

[158 rows x 10 columns]",Consumer Cyclical
MHK,15/11/2012,11/11/2022,3648 days,56.12082671,9923.825927,14838.94192,-23.66287748,36.78834888,-2.668159539,20.53213095,0,0,0,-37.07988755,-8.474458768,2150 days,313 days,141,29.07801418,15.72274433,-4.208416834,-0.140549124,69 days,15 days,1.004669483,0.010796257,-0.30088598,MeanReversion,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2012-11-15  13000.000000     0.000000              NaT
2012-11-16  13000.000000     0.000000              NaT
2012-11-19  13000.000000     0.000000              NaT
2012-11-20  13000.000000     0.000000              NaT
2012-11-21  13000.000000     0.000000              NaT
...                  ...          ...              ...
2022-11-07  10344.744790     0.302865              NaT
2022-11-08  10369.604928     0.301190              NaT
2022-11-09  10136.824342     0.316877              NaT
2022-11-10  11179.543842     0.246608              NaT
2022-11-11   9923.825927     0.331231        1204 days

[2516 rows x 3 columns]","     Size  EntryBar  ExitBar  EntryPrice   ExitPrice          PnL  ReturnPct  EntryTime   ExitTime Duration
0     119       135      136  108.857279  104.294399  -542.982717  -0.041916 2013-06-03 2013-06-04   1 days
1     116       136      176  107.214000  119.840000  1464.616000   0.117764 2013-06-04 2013-07-31  57 days
2    -115       177      178  121.047421  126.141601  -585.830704  -0.042084 2013-08-01 2013-08-02   1 days
3    -102       178      224  129.710061  125.000000   480.426244   0.036312 2013-08-02 2013-10-08  67 days
4     110       224      231  125.250000  120.000000  -577.500000  -0.041916 2013-10-08 2013-10-17   9 days
..    ...       ...      ...         ...         ...          ...        ...        ...        ...      ...
136    94      2443     2457  120.270059  115.228799  -473.878435  -0.041916 2022-08-02 2022-08-22  20 days
137    96      2457     2462  113.155860  108.412800  -455.333761  -0.041916 2022-08-22 2022-08-29   7 days
138   103      2473     2478  100.801198   96.575999  -435.195593  -0.041916 2022-09-14 2022-09-21   7 days
139   113      2509     2514   88.155963   98.537604  1173.125365   0.117764 2022-11-03 2022-11-10   7 days
140  -109      2514     2515  102.235122  106.537603  -468.970331  -0.042084 2022-11-10 2022-11-11   1 days

[141 rows x 10 columns]",Consumer Cyclical
MKC,15/11/2012,11/11/2022,3648 days,73.64864865,20556.7368,27314.62428,58.12874463,215.8452399,4.696634538,16.58679525,0.283155032,0.441871888,0.178667546,-26.28700422,-5.509112331,1096 days,102 days,142,38.73239437,11.82364729,-4.208416834,0.341667098,75 days,19 days,1.276458729,0.433749201,0.898825935,MeanReversion,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2012-11-15  13000.000000     0.000000              NaT
2012-11-16  13000.000000     0.000000              NaT
2012-11-19  13000.000000     0.000000              NaT
2012-11-20  13000.000000     0.000000              NaT
2012-11-21  13000.000000     0.000000              NaT
...                  ...          ...              ...
2022-11-07  21766.737977     0.203110              NaT
2022-11-08  21555.459504     0.210845              NaT
2022-11-09  21969.678911     0.195681              NaT
2022-11-10  21232.978486     0.222652              NaT
2022-11-11  20556.736802     0.247409         171 days

[2516 rows x 3 columns]","     Size  EntryBar  ExitBar  EntryPrice  ExitPrice          PnL  ReturnPct  EntryTime   ExitTime Duration
0    -467        42       43   27.798774  28.005756   -96.660917  -0.007446 2013-01-17 2013-01-18   1 days
1    -461        43       66   27.949745  27.816673    61.346001   0.004761 2013-01-18 2013-02-22  35 days
2    -467        66       72   27.761040  28.929340  -545.596230  -0.042084 2013-02-22 2013-03-04  10 days
3    -407       162      180   30.502352  31.115005  -249.350170  -0.020085 2013-07-11 2013-08-06  26 days
4    -391       180      187   31.052775  30.054365   390.378437   0.032152 2013-08-06 2013-08-15   9 days
..    ...       ...      ...         ...        ...          ...        ...        ...        ...      ...
137   294      2393     2410   88.762077  85.041511 -1093.846438  -0.041916 2022-05-19 2022-06-14  26 days
138  -287      2440     2449   86.908697  90.566177 -1049.696829  -0.042084 2022-07-28 2022-08-10  13 days
139   277      2461     2465   86.329931  82.711311 -1002.357701  -0.041916 2022-08-26 2022-09-01   6 days
140   290      2469     2480   79.052703  75.739116  -960.940037  -0.041916 2022-09-08 2022-09-23  15 days
141  -278      2505     2515   79.041597  82.367997  -924.739164  -0.042084 2022-10-28 2022-11-11  14 days

[142 rows x 10 columns]",Consumer Defensive
MKTX,15/11/2012,11/11/2022,3648 days,50.03974563,6668.414472,14284.35816,-48.70450406,960.2195078,-6.467653264,18.21266455,0,0,0,-62.63005098,-25.3142595,2468 days,871 days,120,24.16666667,13.05904078,-4.208416834,-0.542254235,58 days,15 days,0.842348936,-0.393549564,-1.143021443,MeanReversion,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2012-11-15  13000.000000     0.000000              NaT
2012-11-16  13000.000000     0.000000              NaT
2012-11-19  13000.000000     0.000000              NaT
2012-11-20  13000.000000     0.000000              NaT
2012-11-21  13000.000000     0.000000              NaT
...                  ...          ...              ...
2022-11-07   6834.971270     0.521507              NaT
2022-11-08   6834.971270     0.521507              NaT
2022-11-09   6834.971270     0.521507              NaT
2022-11-10   6834.971270     0.521507              NaT
2022-11-11   6668.414472     0.533167        2468 days

[2516 rows x 3 columns]","     Size  EntryBar  ExitBar  EntryPrice   ExitPrice         PnL  ReturnPct  EntryTime   ExitTime Duration
0    -362        98      103   35.885361   37.395566 -546.694415  -0.042084 2013-04-10 2013-04-17   7 days
1    -295       140      143   42.092926   43.864372 -522.576504  -0.042084 2013-06-10 2013-06-13   3 days
2    -271       143      157   43.934717   45.783673 -501.067080  -0.042084 2013-06-13 2013-07-03  20 days
3    -216       209      212   52.690036   54.907453 -478.961934  -0.042084 2013-09-17 2013-09-20   3 days
4    -200       212      213   54.712648   55.844933 -226.456963  -0.020695 2013-09-20 2013-09-23   3 days
..    ...       ...      ...         ...         ...         ...        ...        ...        ...      ...
115    21      2363     2367  286.063202  274.072529 -251.804136  -0.041916 2022-04-06 2022-04-12   6 days
116   -21      2433     2458  272.693632  251.027893  454.980519   0.079451 2022-07-19 2022-08-23  35 days
117    25      2458     2463  251.529949  240.986777 -263.579288  -0.041916 2022-08-23 2022-08-30   7 days
118   -23      2470     2477  264.636871  233.347141  719.663797   0.118236 2022-09-09 2022-09-20  11 days
119   -24      2514     2514  276.915061  277.470001  -13.318560  -0.002004 2022-11-10 2022-11-10   0 days

[120 rows x 10 columns]",Financial Services
MLM,15/11/2012,11/11/2022,3648 days,54.09379968,13159.54499,15614.92258,1.227269168,385.0254114,0.122248517,19.21625084,0.006361726,0.009430331,0.003127234,-39.09157887,-9.506287201,2283 days,235 days,130,32.30769231,11.82364729,-4.208416834,0.008959079,68 days,15 days,1.069592466,0.162706575,0.022162236,MeanReversion,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2012-11-15  13000.000000     0.000000              NaT
2012-11-16  13000.000000     0.000000              NaT
2012-11-19  13000.000000     0.000000              NaT
2012-11-20  13000.000000     0.000000              NaT
2012-11-21  13000.000000     0.000000              NaT
...                  ...          ...              ...
2022-11-07  13185.669472     0.155573              NaT
2022-11-08  13185.669472     0.155573              NaT
2022-11-09  13185.669472     0.155573              NaT
2022-11-10  13185.669472     0.155573              NaT
2022-11-11  13159.544992     0.157246         191 days

[2516 rows x 3 columns]","     Size  EntryBar  ExitBar  EntryPrice   ExitPrice          PnL  ReturnPct  EntryTime   ExitTime Duration
0    -140        73       77   92.420128   96.309553  -544.519394  -0.042084 2013-03-05 2013-03-11   6 days
1     139        94      101   89.279345   85.537097  -520.172472  -0.041916 2013-04-04 2013-04-15  11 days
2     139       101      114   85.548716   94.038055  1180.018162   0.099234 2013-04-15 2013-05-02  17 days
3    -139       114      115   93.849979   97.799578  -548.994168  -0.042084 2013-05-02 2013-05-03   1 days
4    -129       115      125   97.174136  101.263629  -527.544557  -0.042084 2013-05-03 2013-05-17  14 days
..    ...       ...      ...         ...         ...          ...        ...        ...        ...      ...
125   -41      2434     2440  324.088378  337.727368  -559.198585  -0.042084 2022-07-20 2022-07-28   8 days
126   -36      2441     2450  350.703955  365.463040  -531.327034  -0.042084 2022-07-29 2022-08-11  13 days
127    38      2481     2494  316.581912  303.312012  -504.256219  -0.041916 2022-09-26 2022-10-13  17 days
128    39      2495     2504  299.427647  334.689585  1375.215598   0.117764 2022-10-14 2022-10-27  13 days
129   -36      2514     2514  362.114316  362.839996   -26.124480  -0.002004 2022-11-10 2022-11-10   0 days

[130 rows x 10 columns]",Basic Materials
MMC,15/11/2012,11/11/2022,3648 days,74.24483307,19154.88023,21334.749,47.34523254,488.8651011,3.95858781,15.25904565,0.259425648,0.394438469,0.126506238,-31.2916411,-4.775250948,924 days,93 days,134,36.56716418,12.45116597,-4.208416834,0.291126728,98 days,21 days,1.24178281,0.382126833,0.846293099,MeanReversion,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2012-11-15  13000.000000     0.000000              NaT
2012-11-16  13000.000000     0.000000              NaT
2012-11-19  13000.000000     0.000000              NaT
2012-11-20  13000.000000     0.000000              NaT
2012-11-21  13000.000000     0.000000              NaT
...                  ...          ...              ...
2022-11-07  19844.253741     0.069862              NaT
2022-11-08  19999.133593     0.062603              NaT
2022-11-09  20291.953372     0.048878              NaT
2022-11-10  19193.273150     0.100375              NaT
2022-11-11  19154.880230     0.102175          28 days

[2516 rows x 3 columns]","     Size  EntryBar  ExitBar  EntryPrice   ExitPrice          PnL  ReturnPct  EntryTime   ExitTime Duration
0    -441        51       52   29.416102   29.807360  -172.544742  -0.013301 2013-01-31 2013-02-01   1 days
1    -431        52       55   29.747745   30.571644  -355.100406  -0.027696 2013-02-01 2013-02-06   5 days
2    -408        55       84   30.510501   31.169781  -268.986317  -0.021608 2013-02-06 2013-03-20  42 days
3    -392        84       88   31.107441   31.443935  -131.905736  -0.010817 2013-03-20 2013-03-26   6 days
4    -384        88       99   31.381048   32.148453  -294.683610  -0.024454 2013-03-26 2013-04-11  16 days
..    ...       ...      ...         ...         ...          ...        ...        ...        ...      ...
129   124      2429     2430  150.757318  147.915558  -352.378313  -0.018850 2022-07-13 2022-07-14   1 days
130   124      2430     2447  148.211389  165.853171  2187.580975   0.119031 2022-07-14 2022-08-08  25 days
131  -130      2487     2505  157.805689  163.740005  -771.461129  -0.037605 2022-10-04 2022-10-28  24 days
132  -121      2505     2514  163.412525  168.389999  -602.274343  -0.030460 2022-10-28 2022-11-10  13 days
133  -114      2514     2514  168.053219  168.389999   -38.392920  -0.002004 2022-11-10 2022-11-10   0 days

[134 rows x 10 columns]",Financial Services
MMM,15/11/2012,11/11/2022,3648 days,64.46740859,7793.815316,14603.76314,-40.04757449,100.9955243,-4.995243108,14.37277168,0,0,0,-62.74941261,-6.621941173,3136 days,259 days,141,33.33333333,12.63531515,-4.208416834,-0.342362513,81 days,17 days,0.860865773,-0.253800609,-1.087008072,MeanReversion,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2012-11-15  13000.000000     0.000000              NaT
2012-11-16  13000.000000     0.000000              NaT
2012-11-19  13000.000000     0.000000              NaT
2012-11-20  13000.000000     0.000000              NaT
2012-11-21  13000.000000     0.000000              NaT
...                  ...          ...              ...
2022-11-07   8262.408392     0.434227              NaT
2022-11-08   8216.848516     0.437347              NaT
2022-11-09   8320.208288     0.430270              NaT
2022-11-10   8063.304628     0.447861              NaT
2022-11-11   7793.815316     0.466315        3136 days

[2516 rows x 3 columns]","     Size  EntryBar  ExitBar  EntryPrice   ExitPrice         PnL  ReturnPct  EntryTime   ExitTime Duration
0    -150       160      176   86.613116   90.258157 -546.756145  -0.042084 2013-07-09 2013-07-31  22 days
1    -137       177      187   90.479559   88.700821  243.687155   0.019659 2013-08-01 2013-08-15  14 days
2     142       187      203   88.878223   89.876709  141.785072   0.011234 2013-08-15 2013-09-09  25 days
3    -143       203      204   89.696956   90.531120 -119.285557  -0.009300 2013-09-09 2013-09-10   1 days
4    -140       204      224   90.350058   90.200050   21.001079   0.001660 2013-09-10 2013-10-08  28 days
..    ...       ...      ...         ...         ...         ...        ...        ...        ...      ...
136   -53      2382     2408  150.833669  136.251724  772.843055   0.096676 2022-05-04 2022-06-10  37 days
137    65      2408     2409  136.524228  134.984726 -100.067613  -0.011276 2022-06-10 2022-06-13   3 days
138    64      2409     2412  135.254695  129.585337 -362.838943  -0.041916 2022-06-13 2022-06-16   3 days
139   -68      2503     2514  122.454597  127.607997 -350.431191  -0.042084 2022-10-26 2022-11-10  15 days
140   -62      2514     2514  128.891694  129.149994  -16.014599  -0.002004 2022-11-10 2022-11-10   0 days

[141 rows x 10 columns]",Industrials
MNST,15/11/2012,11/11/2022,3648 days,54.61049285,6356.537896,16164.02015,-51.10355465,556.9069247,-6.915294443,17.54354317,0,0,0,-65.44490251,-8.062844781,2004 days,221 days,132,27.27272727,16.58121327,-4.208416834,-0.543321986,70 days,15 days,0.814073766,-0.424088876,-1.123093663,MeanReversion,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2012-11-15  13000.000000     0.000000              NaT
2012-11-16  13000.000000     0.000000              NaT
2012-11-19  13000.000000     0.000000              NaT
2012-11-20  13000.000000     0.000000              NaT
2012-11-21  13000.000000     0.000000              NaT
...                  ...          ...              ...
2022-11-07   6394.797194     0.604381              NaT
2022-11-08   6448.698052     0.601046              NaT
2022-11-09   6553.017876     0.594592              NaT
2022-11-10   6356.537896     0.606748              NaT
2022-11-11   6356.537896     0.606748        2004 days

[2516 rows x 3 columns]","     Size  EntryBar  ExitBar  EntryPrice  ExitPrice         PnL  ReturnPct  EntryTime   ExitTime Duration
0    -765        62       70   16.992613  17.707733 -547.066799  -0.042084 2013-02-15 2013-02-28  13 days
1    -733        84       96   16.966000  17.336666 -271.698257  -0.021848 2013-03-20 2013-04-08  19 days
2    -704        96       98   17.301993  18.030133 -512.610543  -0.042084 2013-04-08 2013-04-10   2 days
3    -640        98      101   18.226806  18.993866 -490.918374  -0.042084 2013-04-10 2013-04-15   5 days
4    -563       136      139   19.826933  20.661333 -469.767203  -0.042084 2013-06-04 2013-06-07   3 days
..    ...       ...      ...         ...        ...         ...        ...        ...        ...      ...
127   -72      2470     2471   92.245140  93.559998  -94.669722  -0.014254 2022-09-09 2022-09-12   3 days
128   -71      2471     2487   93.372878  91.650002  122.324199   0.018452 2022-09-12 2022-10-04  22 days
129   -73      2487     2507   91.466702  95.316002 -280.998905  -0.042084 2022-10-04 2022-11-01  28 days
130   -66      2510     2511   97.744122  98.900002  -76.288020  -0.011826 2022-11-04 2022-11-07   3 days
131   -64      2511     2514   98.702202  99.300003  -38.259298  -0.006057 2022-11-07 2022-11-10   3 days

[132 rows x 10 columns]",Consumer Defensive
MO,15/11/2012,11/11/2022,3648 days,59.57869634,8807.348468,13767.53611,-32.25116563,155.1122381,-3.824755491,14.7845804,0,0,0,-59.49838599,-20.3157723,2737 days,713 days,131,26.71755725,12.31791758,-4.208416834,-0.297245716,90 days,17 days,0.890641037,-0.203956299,-0.876456998,MeanReversion,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2012-11-15  13000.000000     0.000000              NaT
2012-11-16  13000.000000     0.000000              NaT
2012-11-19  13000.000000     0.000000              NaT
2012-11-20  13000.000000     0.000000              NaT
2012-11-21  13000.000000     0.000000              NaT
...                  ...          ...              ...
2022-11-07   9137.688438     0.336287              NaT
2022-11-08   9141.668529     0.335998              NaT
2022-11-09   9004.358043     0.345972              NaT
2022-11-10   8807.348468     0.360281              NaT
2022-11-11   8807.348468     0.360281        2737 days

[2516 rows x 3 columns]","     Size  EntryBar  ExitBar  EntryPrice  ExitPrice         PnL  ReturnPct  EntryTime   ExitTime Duration
0    -658        52       88   19.739946  20.131344 -257.539933  -0.019828 2013-02-01 2013-03-26  53 days
1    -634        88       92   20.091081  20.623495 -337.550443  -0.026500 2013-03-26 2013-04-02   7 days
2    -602        92      111   20.582248  21.448435 -521.444450  -0.042084 2013-04-02 2013-04-29  27 days
3    -555       111      123   21.406711  21.947617 -300.202852  -0.025268 2013-04-29 2013-05-15  16 days
4    -528       123      148   21.903721  20.367460  811.145857   0.070137 2013-05-15 2013-06-20  36 days
..    ...       ...      ...         ...        ...         ...        ...        ...        ...      ...
126  -187      2449     2450   43.673757  44.142750  -87.701558  -0.010739 2022-08-10 2022-08-11   1 days
127  -183      2450     2460   44.054464  45.375183 -241.691544  -0.029979 2022-08-11 2022-08-25  14 days
128  -173      2460     2472   45.284433  42.029999  563.017075   0.071867 2022-08-25 2022-09-13  19 days
129   199      2472     2473   42.114059  41.759998  -70.458031  -0.008407 2022-09-13 2022-09-14   1 days
130   199      2473     2514   41.843518  44.220001  472.920098   0.056795 2022-09-14 2022-11-10  57 days

[131 rows x 10 columns]",Consumer Defensive
MOH,15/11/2012,11/11/2022,3648 days,45.74721781,11823.78404,20059.77262,-9.047815106,1099.47113,-0.945373295,22.98142846,0,0,0,-62.78735397,-15.86185896,2293 days,351 days,153,27.45098039,18.48730071,-4.208416834,-0.06431218,61 days,11 days,1.048371603,0.124595624,-0.11990249,MeanReversion,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2012-11-15  13000.000000     0.000000              NaT
2012-11-16  13000.000000     0.000000              NaT
2012-11-19  13000.000000     0.000000              NaT
2012-11-20  13000.000000     0.000000              NaT
2012-11-21  13000.000000     0.000000              NaT
...                  ...          ...              ...
2022-11-07  12325.208650     0.385576              NaT
2022-11-08  12476.538515     0.378032              NaT
2022-11-09  12174.248018     0.393101              NaT
2022-11-10  12281.178560     0.387771              NaT
2022-11-11  11823.784036     0.410572        2293 days

[2516 rows x 3 columns]","     Size  EntryBar  ExitBar  EntryPrice   ExitPrice          PnL  ReturnPct  EntryTime   ExitTime Duration
0    -408        57       59   31.816239   32.610001  -323.854671  -0.024948 2013-02-08 2013-02-12   4 days
1    -389        59       85   32.544781   31.870001   262.489330   0.020734 2013-02-12 2013-03-21  37 days
2     405        85       91   31.933741   30.595201  -542.108714  -0.041916 2013-03-21 2013-04-01  11 days
3    -379        98      110   32.634601   34.008001  -520.518612  -0.042084 2013-04-10 2013-04-26  16 days
4    -347       114      118   34.181500   35.470001  -447.109924  -0.037696 2013-05-02 2013-05-08   6 days
..    ...       ...      ...         ...         ...          ...        ...        ...        ...      ...
148   -34      2487     2488  347.773061  354.470001  -227.695960  -0.019257 2022-10-04 2022-10-05   1 days
149   -32      2488     2497  353.761061  359.600006  -186.846236  -0.016505 2022-10-05 2022-10-18  13 days
150   -31      2497     2501  358.880806  364.589996  -176.984898  -0.015908 2022-10-18 2022-10-24   6 days
151   -31      2501     2510  363.860816  330.549988  1032.635685   0.091548 2022-10-24 2022-11-04  11 days
152    37      2510     2515  331.211088  317.327988  -513.674681  -0.041916 2022-11-04 2022-11-11   7 days

[153 rows x 10 columns]",Healthcare
MOS,15/11/2012,11/11/2022,3648 days,48.48966614,7228.228318,16147.63625,-44.39824371,27.27986283,-5.709416236,21.37316823,0,0,0,-69.92185828,-6.892226437,3203 days,207 days,156,26.28205128,14.10108603,-4.208416834,-0.375987288,78 days,11 days,0.917556278,-0.210069166,-1.02997201,MeanReversion,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2012-11-15  13000.000000     0.000000              NaT
2012-11-16  13000.000000     0.000000              NaT
2012-11-19  13000.000000     0.000000              NaT
2012-11-20  13000.000000     0.000000              NaT
2012-11-21  13000.000000     0.000000              NaT
...                  ...          ...              ...
2022-11-07   6597.162453     0.591447              NaT
2022-11-08   6989.202614     0.567169              NaT
2022-11-09   6558.882836     0.593818              NaT
2022-11-10   7069.722695     0.562182              NaT
2022-11-11   7228.228318     0.552366        3203 days

[2516 rows x 3 columns]","     Size  EntryBar  ExitBar  EntryPrice  ExitPrice          PnL  ReturnPct  EntryTime   ExitTime Duration
0    -249        77      109   52.038301  51.574532   115.478488   0.008912 2013-03-11 2013-04-25  45 days
1    -254       109      118   51.471382  53.637513  -550.197103  -0.042084 2013-04-25 2013-05-08  13 days
2    -230       118      141   54.628382  49.366226  1210.295859   0.096326 2013-05-08 2013-06-11  34 days
3     278       141      150   49.464959  47.391577  -576.400057  -0.041916 2013-06-11 2013-06-24  13 days
4     280       150      171   47.076578  45.103308  -552.515524  -0.041916 2013-06-24 2013-07-24  30 days
..    ...       ...      ...         ...        ...          ...        ...        ...        ...      ...
151   -91      2459     2460   60.410172  61.777966  -124.469188  -0.022642 2022-08-24 2022-08-25   1 days
152   -87      2460     2464   61.654410  54.364610   634.212594   0.118236 2022-08-25 2022-08-31   6 days
153   124      2480     2481   48.627059  46.588799  -252.744234  -0.041916 2022-09-23 2022-09-26   3 days
154   124      2481     2487   46.603018  52.091198   680.534295   0.117764 2022-09-26 2022-10-04   8 days
155   132      2509     2515   48.937680  54.700800   760.731842   0.117764 2022-11-03 2022-11-11   8 days

[156 rows x 10 columns]",Basic Materials
MPC,15/11/2012,11/11/2022,3648 days,41.97138315,7891.656452,19242.75532,-39.29495037,513.0392365,-4.876456866,19.10533171,0,0,0,-63.2717344,-13.39555287,1968 days,289 days,119,25.21008403,12.96187398,-4.208416834,-0.41930427,77 days,13 days,0.907870415,-0.24590153,-0.563745898,MeanReversion,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2012-11-15  13000.000000     0.000000              NaT
2012-11-16  13000.000000     0.000000              NaT
2012-11-19  13000.000000     0.000000              NaT
2012-11-20  13000.000000     0.000000              NaT
2012-11-21  13000.000000     0.000000              NaT
...                  ...          ...              ...
2022-11-07   7891.656452     0.589889              NaT
2022-11-08   7891.656452     0.589889              NaT
2022-11-09   7891.656452     0.589889              NaT
2022-11-10   7891.656452     0.589889              NaT
2022-11-11   7891.656452     0.589889        1968 days

[2516 rows x 3 columns]","     Size  EntryBar  ExitBar  EntryPrice   ExitPrice          PnL  ReturnPct  EntryTime   ExitTime Duration
0     477       113      125   27.218339   30.423692  1528.953523   0.117764 2013-05-01 2013-05-17  16 days
1    -463       126      148   31.360105   27.652197  1716.761491   0.118236 2013-05-20 2013-06-20  31 days
2     591       148      149   27.462616   26.311489  -680.316428  -0.041916 2013-06-20 2013-06-21   1 days
3     574       149      150   27.097886   25.962047  -651.971893  -0.041916 2013-06-21 2013-06-24   3 days
4     569       150      203   26.193504   26.011297  -103.675907  -0.006956 2013-06-24 2013-09-09  77 days
..    ...       ...      ...         ...         ...          ...        ...        ...        ...      ...
114   -86      2382     2397   95.000445   98.998459  -343.829265  -0.042084 2022-05-04 2022-05-25  21 days
115   -77      2399     2404  101.278825  105.541060  -328.192104  -0.042084 2022-05-27 2022-06-06  10 days
116    77      2465     2476   96.953522   92.889602  -312.921847  -0.041916 2022-09-01 2022-09-19  18 days
117    78      2480     2481   91.632897   89.540001  -163.245890  -0.022840 2022-09-23 2022-09-26   3 days
118    78      2481     2483   89.719081  100.284801   824.126168   0.117764 2022-09-26 2022-09-28   2 days

[119 rows x 10 columns]",Energy
